Count,REP_ID,REP_PLOT,SERIES_NUM,COUNTRY_CODE,BROAD_HABITAT,loi,year,DOM_GRAIN,SOIL_GROUP,CACO3_RANK,northing,easting,latitude,longitude,time,LandCover,precip
143,1044X1,1044RPT12,1044,SCO,12,92.41223145,2007,UNKN,LIGHT TO MEDIUM,NONE,832851.5,160197.2344,57.32296705,-5.984934229,2007,21,2041
144,1044X1,1044RPT12,1044,SCO,12,11.06686974,1998,UNKN,LIGHT TO MEDIUM,NONE,832851.5,160197.2344,57.32296705,-5.984934229,1998,21,2041
145,1044X2,1044RPT13,1044,SCO,12,81.61367035,1998,SILT,ALL,NONE,832324.6875,160256,57.31827714,-5.983449235,1998,10,2041
146,1044X2,1044RPT13,1044,SCO,12,17,1978,SILT,ALL,NONE,832324.6875,160256,57.31827714,-5.983449235,1978,10,2041
147,1044X2,1044RPT13,1044,SCO,12,44.10184097,2007,SILT,ALL,NONE,832324.6875,160256,57.31827714,-5.983449235,2007,10,2041
148,1044X3,1044RPT14,1044,SCO,12,91.73825073,2007,UNKN,LIGHT TO MEDIUM,NONE,832162.9375,160570.9844,57.31699302,-5.97807535,2007,10,2041
149,1044X3,1044RPT14,1044,SCO,12,91,1978,UNKN,LIGHT TO MEDIUM,NONE,832162.9375,160570.9844,57.31699302,-5.97807535,1978,10,2041
150,1044X4,1044RPT15,1044,SCO,12,89.18628693,2007,UNKN,LIGHT TO MEDIUM,NONE,832476.875,160766.4219,57.31990873,-5.975142568,2007,10,2041
151,1044X4,1044RPT15,1044,SCO,12,38,1978,UNKN,LIGHT TO MEDIUM,NONE,832476.875,160766.4219,57.31990873,-5.975142568,1978,10,2041
152,1044X5,1044RPT16,1044,SCO,12,96.38858032,2007,UNKN,LIGHT TO MEDIUM,NONE,832667.5625,160412.625,57.3214319,-5.98118777,2007,10,2041
153,1044X5,1044RPT16,1044,SCO,12,70,1978,UNKN,LIGHT TO MEDIUM,NONE,832667.5625,160412.625,57.3214319,-5.98118777,1978,10,2041
154,1046X1,1046RPT15,1046,SCO,12,97,1978,SILT,ALL,NONE,832848,192189.6563,57.33863188,-5.454700066,1978,8,2192
155,1046X1,1046RPT15,1046,SCO,12,95.26320648,1998,SILT,ALL,NONE,832848,192189.6563,57.33863188,-5.454700066,1998,8,2192
156,1046X1,1046RPT15,1046,SCO,12,96.48755646,2007,SILT,ALL,NONE,832848,192189.6563,57.33863188,-5.454700066,2007,8,2192
157,1046X2,1046RPT16,1046,SCO,12,92,1978,UNKN,LIGHT(SANDY) TO MEDIUM(SANDY),LOW,832754.5,192631.1563,57.33799451,-5.447300441,1978,8,2192
158,1046X2,1046RPT16,1046,SCO,12,92.36197662,1998,UNKN,LIGHT(SANDY) TO MEDIUM(SANDY),LOW,832754.5,192631.1563,57.33799451,-5.447300441,1998,8,2192
159,1046X2,1046RPT16,1046,SCO,12,94.55613709,2007,UNKN,LIGHT(SANDY) TO MEDIUM(SANDY),LOW,832754.5,192631.1563,57.33799451,-5.447300441,2007,8,2192
160,1046X3,1046RPT17,1046,SCO,12,91,1978,SILT,ALL,NONE,832417.0625,192257.125,57.33479865,-5.453218255,1978,8,2192
161,1046X3,1046RPT17,1046,SCO,12,96.76467896,2007,SILT,ALL,NONE,832417.0625,192257.125,57.33479865,-5.453218255,2007,8,2192
162,1046X3,1046RPT17,1046,SCO,12,95.39968872,1998,SILT,ALL,NONE,832417.0625,192257.125,57.33479865,-5.453218255,1998,8,2192
163,1046X4,1046RPT18,1046,SCO,12,94,1978,SAND,LIGHT(SANDY),NONE,832172.625,192615.9219,57.33277021,-5.447063748,1978,8,2192
164,1046X4,1046RPT18,1046,SCO,12,86.80368805,1998,SAND,LIGHT(SANDY),NONE,832172.625,192615.9219,57.33277021,-5.447063748,1998,8,2192
165,1046X4,1046RPT18,1046,SCO,12,92.94994354,2007,SAND,LIGHT(SANDY),NONE,832172.625,192615.9219,57.33277021,-5.447063748,2007,8,2192
166,1046X5,1046RPT19,1046,SCO,12,34.55250931,2007,SAND,LIGHT(SANDY),NONE,832336.6875,192874.0313,57.33435858,-5.442922199,2007,8,2192
167,1046X5,1046RPT19,1046,SCO,12,16,1978,SAND,LIGHT(SANDY),NONE,832336.6875,192874.0313,57.33435858,-5.442922199,1978,8,2192
168,1047X1,1047RPT15,1047,SCO,8,86,1978,SAND,LIGHT(SANDY),NONE,832847.75,207192.7813,57.34522142,-5.205864247,1978,10,2511
169,1047X1,1047RPT15,1047,SCO,8,69.83576202,1998,SAND,LIGHT(SANDY),NONE,832847.75,207192.7813,57.34522142,-5.205864247,1998,10,2511
170,1047X2,1047RPT16,1047,SCO,12,72,1978,UNKN,LIGHT(SANDY) TO MEDIUM(SANDY),LOW,832769.9375,207668.2969,57.34472443,-5.197915076,1978,8,2511
171,1047X2,1047RPT16,1047,SCO,12,92.48290253,2007,UNKN,LIGHT(SANDY) TO MEDIUM(SANDY),LOW,832769.9375,207668.2969,57.34472443,-5.197915076,2007,8,2511
172,1047X2,1047RPT16,1047,SCO,12,85.28000641,1998,UNKN,LIGHT(SANDY) TO MEDIUM(SANDY),LOW,832769.9375,207668.2969,57.34472443,-5.197915076,1998,8,2511
173,1047X3,1047RPT17,1047,SCO,12,85.78598785,1998,UNKN,LIGHT(SANDY) TO MEDIUM(SANDY),LOW,832438.0625,207269.6875,57.34157959,-5.204268065,1998,11,2511
174,1047X3,1047RPT17,1047,SCO,12,93.11219025,2007,UNKN,LIGHT(SANDY) TO MEDIUM(SANDY),LOW,832438.0625,207269.6875,57.34157959,-5.204268065,2007,11,2511
175,1047X3,1047RPT17,1047,SCO,12,66,1978,UNKN,LIGHT(SANDY) TO MEDIUM(SANDY),LOW,832438.0625,207269.6875,57.34157959,-5.204268065,1978,11,2511
176,1047X4,1047RPT18,1047,SCO,12,91.63031769,2007,SAND,LIGHT(SANDY),NONE,832213.75,207644.7969,57.33972622,-5.197870879,2007,8,2511
177,1047X4,1047RPT18,1047,SCO,12,78,1978,SAND,LIGHT(SANDY),NONE,832213.75,207644.7969,57.33972622,-5.197870879,1978,8,2511
