Count,REP_ID,REP_PLOT,SERIES_NUM,COUNTRY_CODE,BROAD_HABITAT,loi,year,DOM_GRAIN,SOIL_GROUP,CACO3_RANK,northing,easting,latitude,longitude,time,LandCover,precip
732,1206X4,1206RPT12,1206,SCO,12,68.66737366,2007,SILT,ALL,NONE,1191097.5,444606.0938,60.60081853,-1.187317451,2007,12,0
733,1208X1,1208RPT24,1208,SCO,12,58.97119141,1998,CLAY,LIGHT(SANDY) TO MEDIUM(SANDY),NONE,1207205.75,457609.125,60.74376255,-0.945201582,1998,5,0
734,1208X1,1208RPT11,1208,SCO,12,80.88239288,2007,CLAY,LIGHT(SANDY) TO MEDIUM(SANDY),NONE,1207205.75,457609.125,60.74376255,-0.945201582,2007,5,0
735,1208X1,1208RPT11,1208,SCO,12,93,1978,CLAY,LIGHT(SANDY) TO MEDIUM(SANDY),NONE,1207205.75,457609.125,60.74376255,-0.945201582,1978,5,0
736,1208X2,1208RPT12,1208,SCO,12,35,1978,CLAY,LIGHT(SANDY) TO MEDIUM(SANDY),NONE,1207335.625,457871.2188,60.74489049,-0.940356902,1978,5,0
737,1208X2,1208RPT12,1208,SCO,12,92.96717072,2007,CLAY,LIGHT(SANDY) TO MEDIUM(SANDY),NONE,1207335.625,457871.2188,60.74489049,-0.940356902,2007,5,0
738,1208X3,1208RPT13,1208,SCO,12,21.53540039,1998,CLAY,LIGHT(SANDY) TO MEDIUM(SANDY),NONE,1207543.625,457871.3438,60.74675758,-0.940293068,1998,10,0
739,1208X3,1208RPT13,1208,SCO,12,25.47929955,2007,CLAY,LIGHT(SANDY) TO MEDIUM(SANDY),NONE,1207543.625,457871.3438,60.74675758,-0.940293068,2007,10,0
740,1208X4,1208RPT14,1208,SCO,12,38,1978,CLAY,LIGHT(SANDY) TO MEDIUM(SANDY),NONE,1207907.375,457959.6563,60.75000996,-0.938565655,1978,10,0
741,1208X4,1208RPT25,1208,SCO,12,83.95838928,1998,CLAY,LIGHT(SANDY) TO MEDIUM(SANDY),NONE,1207907.375,457959.6563,60.75000996,-0.938565655,1998,10,0
742,1208X4,1208RPT14,1208,SCO,12,87.1856308,2007,CLAY,LIGHT(SANDY) TO MEDIUM(SANDY),NONE,1207907.375,457959.6563,60.75000996,-0.938565655,2007,10,0
743,1209X1,1209RPT6,1209,SCO,12,96.41533661,1998,SILT,ALL,NONE,1217160.625,460564.2188,60.83268297,-0.887919947,1998,8,0
744,1209X1,1209RPT6,1209,SCO,12,95.8684082,2007,SILT,ALL,NONE,1217160.625,460564.2188,60.83268297,-0.887919947,2007,8,0
745,1209X2,1209RPT7,1209,SCO,12,81.11029053,2007,SILT,ALL,NONE,1217401.25,460336.5313,60.83487744,-0.892032078,2007,8,0
746,1209X2,1209RPT7,1209,SCO,12,95.75350189,1998,SILT,ALL,NONE,1217401.25,460336.5313,60.83487744,-0.892032078,1998,8,0
747,1209X3,1209RPT8,1209,SCO,8,70.4806366,1998,SILT,ALL,NONE,1217843.375,460215.0313,60.83886443,-0.894129405,1998,8,0
748,1209X3,1209RPT8,1209,SCO,8,70.04847717,2007,SILT,ALL,NONE,1217843.375,460215.0313,60.83886443,-0.894129405,2007,8,0
749,1209X4,1209RPT9,1209,SCO,12,95.96572876,1998,SILT,ALL,NONE,1217770.625,460659.4688,60.83814393,-0.885978022,1998,12,0
750,1209X4,1209RPT9,1209,SCO,12,95.19046021,2007,SILT,ALL,NONE,1217770.625,460659.4688,60.83814393,-0.885978022,2007,12,0
751,1209X5,1209RPT10,1209,SCO,12,78.95088196,1998,SILT,ALL,NONE,1217341.125,460823.375,60.83426366,-0.883097976,1998,12,0
752,1209X5,1209RPT10,1209,SCO,12,96,1978,SILT,ALL,NONE,1217341.125,460823.375,60.83426366,-0.883097976,1978,12,0
753,1209X5,1209RPT10,1209,SCO,12,95.96227264,2007,SILT,ALL,NONE,1217341.125,460823.375,60.83426366,-0.883097976,2007,12,0
754,120X2,120RPT26,120,ENG,1,4.658804893,2007,MUD,HEAVY TO MEDIUM,VARIABLE(LOW),127777.625,567692.25,51.02491231,0.389792969,2007,3,929
755,120X3,120RPT27,120,ENG,5,6.333958149,2007,MUD,HEAVY TO MEDIUM,VARIABLE(LOW),127234.5,567884.0625,51.01997676,0.392274372,2007,4,929
756,120X4,120RPT28,120,ENG,5,6.834146023,2007,MUD,HEAVY TO MEDIUM,VARIABLE(LOW),127099.3984,567526.25,51.01886723,0.387115159,2007,4,929
757,120X5,120RPT29,120,ENG,6,4.581367016,2007,MUD,HEAVY TO MEDIUM,VARIABLE(LOW),127386.5938,567266.25,51.02152314,0.383544026,2007,6,929
758,1212X1,1212RPT22,1212,ENG,6,20.49695015,2007,UNKN,MEDIUM TO HEAVY,NONE,502854.875,357224.0938,54.41932357,-2.660709058,2007,4,1472
759,1212X2,1212RPT23,1212,ENG,8,90.83582306,2007,MUD,MEDIUM(SILTY) TO LIGHT(SILTY) TO HEAVY,NONE,502805.25,357698.9375,54.41891743,-2.65338487,2007,8,1472
760,1212X3,1212RPT24,1212,ENG,6,11.27923965,2007,UNKN,ALL,NONE,502431.8438,357264,54.41552539,-2.660033028,2007,4,1472
761,1212X4,1212RPT25,1212,ENG,8,25.82542992,2007,UNKN,MEDIUM TO HEAVY,NONE,502359.25,357846.8125,54.41492179,-2.651042691,2007,8,1472
762,1212X5,1212RPT26,1212,ENG,6,9.104331017,2007,UNKN,ALL,NONE,502159.5938,357639.2813,54.41311031,-2.654211717,2007,4,1472
763,1213X1,1213RPT18,1213,ENG,6,12.42486954,2007,CLAY,MEDIUM TO LIGHT(SILTY) TO HEAVY,VARIABLE(LOW),502773,372173.75,54.41962863,-2.430327603,2007,4,1790
764,1213X2,1213RPT19,1213,ENG,6,25.30977058,2007,CLAY,MEDIUM TO LIGHT(SILTY) TO HEAVY,VARIABLE(LOW),502686.0938,372578.0313,54.41886967,-2.424089498,2007,4,1790
765,1213X3,1213RPT20,1213,ENG,8,57.16930008,2007,CLAY,MEDIUM TO LIGHT(SILTY) TO HEAVY,VARIABLE(LOW),502280.7188,372251.5938,54.41520888,-2.429081778,2007,11,1790
766,1213X4,1213RPT21,1213,ENG,6,12.5415802,2007,CLAY,MEDIUM TO LIGHT(SILTY) TO HEAVY,VARIABLE(LOW),502146.2188,372718.4375,54.41402552,-2.42187599,2007,8,1790
767,1213X5,1213RPT22,1213,ENG,6,12.84840012,2007,UNKN,ALL,NONE,502388.4063,372894.125,54.41621143,-2.419191208,2007,8,1790
768,1214X1,1214RPT16,1214,ENG,8,49.65864944,2007,UNKN,LIGHT(SILTY) TO MEDIUM(SILTY) TO HEAVY,NONE,502854.6875,387225.5625,54.42096686,-2.198375658,2007,12,1612
769,1214X2,1214RPT17,1214,ENG,12,95.53357697,2007,SILT,ALL,NONE,502771.4375,387691.8125,54.42023029,-2.191186796,2007,12,1612
770,1214X4,1214RPT19,1214,ENG,12,85.88604736,2007,CLAY,MEDIUM TO LIGHT(SILTY) TO HEAVY,VARIABLE(LOW),502151.375,387658.0938,54.41465698,-2.191680378,2007,12,1612
771,1214X5,1214RPT20,1214,ENG,8,76.04033661,2007,SAND,LIGHT(SILTY) TO MEDIUM(SILTY) TO HEAVY,NONE,502420.3438,387796.625,54.41707757,-2.18955697,2007,8,1612
772,1215X1,1215RPT13,1215,ENG,8,36.65093994,2007,UNKN,MEDIUM TO LIGHT(SILTY),NONE,502865.125,402150.7813,54.42121989,-1.968361483,2007,11,1116
773,1215X2,1215RPT14,1215,ENG,10,12.2672596,2007,SAND,LIGHT(SILTY) TO MEDIUM(SILTY) TO HEAVY,NONE,502688.25,402670.5313,54.41962797,-1.960353049,2007,12,1116
774,1215X3,1215RPT15,1215,ENG,9,14.13350964,2007,MUD,LIGHT(SANDY) TO MEDIUM(SANDY),NONE,502390.625,402218.7813,54.41695527,-1.967316891,2007,2,1116
775,1215X4,1215RPT16,1215,ENG,8,10.52787018,2007,UNKN,LIGHT(SILTY) TO MEDIUM(SILTY),VARIABLE(HIGH),502139.0313,402626.3125,54.41469234,-1.961039142,2007,7,1116
776,1215X5,1215RPT17,1215,ENG,10,17.98048973,2007,MUD,LIGHT(SANDY) TO MEDIUM(SANDY),NONE,502333.9375,402854.3438,54.4164428,-1.957523653,2007,11,1116
777,1216X1,1216RPT24,1216,ENG,5,8.173823357,1998,CLAY,MEDIUM TO HEAVY,VARIABLE(LOW),502853.0625,417243.8125,54.42082714,-1.735762261,1998,4,777
778,1216X1,1216RPT24,1216,ENG,5,7.182602882,2007,CLAY,MEDIUM TO HEAVY,VARIABLE(LOW),502853.0625,417243.8125,54.42082714,-1.735762261,2007,4,777
779,1216X1,1216RPT24,1216,ENG,5,5,1978,CLAY,MEDIUM TO HEAVY,VARIABLE(LOW),502853.0625,417243.8125,54.42082714,-1.735762261,1978,4,777
780,1216X2,1216RPT25,1216,ENG,1,6,1978,CLAY,MEDIUM TO HEAVY,VARIABLE(LOW),502776.0313,417687.375,54.42011973,-1.728931132,1978,1,777
781,1216X2,1216RPT25,1216,ENG,1,52.16537094,1998,CLAY,MEDIUM TO HEAVY,VARIABLE(LOW),502776.0313,417687.375,54.42011973,-1.728931132,1998,1,777
782,1216X2,1216RPT25,1216,ENG,1,13.79726028,2007,CLAY,MEDIUM TO HEAVY,VARIABLE(LOW),502776.0313,417687.375,54.42011973,-1.728931132,2007,1,777
783,1216X3,1216RPT26,1216,ENG,4,4.491048813,1998,CLAY,MEDIUM TO HEAVY,VARIABLE(LOW),502413.3125,417358.9688,54.41687125,-1.734013157,1998,3,777
784,1216X3,1216RPT26,1216,ENG,4,4.429318905,2007,CLAY,MEDIUM TO HEAVY,VARIABLE(LOW),502413.3125,417358.9688,54.41687125,-1.734013157,2007,3,777
785,1216X4,1216RPT27,1216,ENG,1,6.658790112,2007,CLAY,MEDIUM TO HEAVY,VARIABLE(LOW),502253.25,417636.25,54.4154233,-1.729749879,2007,1,777
786,1216X4,1216RPT27,1216,ENG,1,5.943734169,1998,CLAY,MEDIUM TO HEAVY,VARIABLE(LOW),502253.25,417636.25,54.4154233,-1.729749879,1998,1,777
787,1216X4,1216RPT27,1216,ENG,1,7,1978,CLAY,MEDIUM TO HEAVY,VARIABLE(LOW),502253.25,417636.25,54.4154233,-1.729749879,1978,1,777
788,1216X5,1216RPT28,1216,ENG,4,5,1978,CLAY,MEDIUM TO HEAVY,VARIABLE(LOW),502304.9063,417877.9688,54.41587916,-1.726022177,1978,3,777
789,1216X5,1216RPT28,1216,ENG,4,5.191431999,2007,CLAY,MEDIUM TO HEAVY,VARIABLE(LOW),502304.9063,417877.9688,54.41587916,-1.726022177,2007,3,777
790,1216X5,1216RPT28,1216,ENG,4,5.079236031,1998,CLAY,MEDIUM TO HEAVY,VARIABLE(LOW),502304.9063,417877.9688,54.41587916,-1.726022177,1998,3,777
791,1219X1,1219RPT16,1219,ENG,10,91.84864807,2007,UNKN,LIGHT(SILTY) TO MEDIUM(SILTY),NONE,502887.5313,462231.3125,54.41763272,-1.042518723,2007,12,1036
792,1219X1,1219RPT16,1219,ENG,10,91.0792923,1998,UNKN,LIGHT(SILTY) TO MEDIUM(SILTY),NONE,502887.5313,462231.3125,54.41763272,-1.042518723,1998,12,1036
793,1219X1,1219RPT16,1219,ENG,10,96,1978,UNKN,LIGHT(SILTY) TO MEDIUM(SILTY),NONE,502887.5313,462231.3125,54.41763272,-1.042518723,1978,12,1036
794,1219X2,1219RPT17,1219,ENG,10,79.69219208,2007,UNKN,HEAVY TO MEDIUM,VARIABLE(HIGH),502658.4375,462660.3125,54.41552159,-1.035957132,2007,12,1036
795,1219X2,1219RPT17,1219,ENG,10,22,1978,UNKN,HEAVY TO MEDIUM,VARIABLE(HIGH),502658.4375,462660.3125,54.41552159,-1.035957132,1978,12,1036
796,1219X2,1219RPT17,1219,ENG,10,51.86566925,1998,UNKN,HEAVY TO MEDIUM,VARIABLE(HIGH),502658.4375,462660.3125,54.41552159,-1.035957132,1998,12,1036
797,1219X3,1219RPT18,1219,ENG,10,93,1978,UNKN,LIGHT(SILTY) TO MEDIUM(SILTY),NONE,502403.8125,462268.9688,54.41328154,-1.04203984,1978,12,1036
798,1219X3,1219RPT18,1219,ENG,10,92.99616241,2007,UNKN,LIGHT(SILTY) TO MEDIUM(SILTY),NONE,502403.8125,462268.9688,54.41328154,-1.04203984,2007,12,1036
799,1219X3,1219RPT18,1219,ENG,10,95.03206635,1998,UNKN,LIGHT(SILTY) TO MEDIUM(SILTY),NONE,502403.8125,462268.9688,54.41328154,-1.04203984,1998,12,1036
800,1219X4,1219RPT19,1219,ENG,10,27.76318932,2007,UNKN,LIGHT(SILTY) TO MEDIUM(SILTY),NONE,502263.5625,462642.5625,54.41197551,-1.036313805,2007,12,1036
801,1219X4,1219RPT19,1219,ENG,10,82.11451721,1998,UNKN,LIGHT(SILTY) TO MEDIUM(SILTY),NONE,502263.5625,462642.5625,54.41197551,-1.036313805,1998,12,1036
802,1219X4,1219RPT19,1219,ENG,10,89,1978,UNKN,LIGHT(SILTY) TO MEDIUM(SILTY),NONE,502263.5625,462642.5625,54.41197551,-1.036313805,1978,12,1036
803,1219X5,1219RPT20,1219,ENG,10,65.15721893,2007,UNKN,LIGHT(SILTY) TO MEDIUM(SILTY),NONE,502391.5625,462817.5313,54.41310415,-1.033591271,2007,12,1036
804,1219X5,1219RPT20,1219,ENG,10,10.46570015,1998,UNKN,LIGHT(SILTY) TO MEDIUM(SILTY),NONE,502391.5625,462817.5313,54.41310415,-1.033591271,1998,12,1036
805,1219X5,1219RPT20,1219,ENG,10,95,1978,UNKN,LIGHT(SILTY) TO MEDIUM(SILTY),NONE,502391.5625,462817.5313,54.41310415,-1.033591271,1978,12,1036
806,121X1,121RPT29,121,ENG,5,4,1978,MUD,HEAVY TO MEDIUM,VARIABLE(LOW),127878.7656,582216.4375,51.02140461,0.596729598,1978,3,915
807,121X1,121RPT29,121,ENG,5,8.324315071,2007,MUD,HEAVY TO MEDIUM,VARIABLE(LOW),127878.7656,582216.4375,51.02140461,0.596729598,2007,3,915
808,121X1,121RPT29,121,ENG,5,7.850429058,1998,MUD,HEAVY TO MEDIUM,VARIABLE(LOW),127878.7656,582216.4375,51.02140461,0.596729598,1998,3,915
809,121X2,121RPT30,121,ENG,6,7.963298798,2007,MUD,HEAVY TO MEDIUM,VARIABLE(LOW),127811.1797,582718.375,51.02063833,0.603844468,2007,3,915
810,121X2,121RPT30,121,ENG,6,4,1978,MUD,HEAVY TO MEDIUM,VARIABLE(LOW),127811.1797,582718.375,51.02063833,0.603844468,1978,3,915
811,121X2,121RPT42,121,ENG,5,8.909962654,1998,MUD,HEAVY TO MEDIUM,VARIABLE(LOW),127811.1797,582718.375,51.02063833,0.603844468,1998,3,915
812,121X3,121RPT31,121,ENG,4,5.042016983,1998,MUD,HEAVY TO MEDIUM,VARIABLE(LOW),127402.9609,582094.8125,51.01716897,0.594758611,1998,3,915
813,121X3,121RPT31,121,ENG,4,4.168183804,2007,MUD,HEAVY TO MEDIUM,VARIABLE(LOW),127402.9609,582094.8125,51.01716897,0.594758611,2007,3,915
814,121X4,121RPT43,121,ENG,4,6.402407169,1998,UNKN,HEAVY,NONE,127182.9453,582649.75,51.01501672,0.602550971,1998,3,915
815,121X4,121RPT32,121,ENG,4,7,1978,UNKN,HEAVY,NONE,127182.9453,582649.75,51.01501672,0.602550971,1978,3,915
816,121X4,121RPT32,121,ENG,4,3.132369995,2007,UNKN,HEAVY,NONE,127182.9453,582649.75,51.01501672,0.602550971,2007,3,915
817,121X5,121RPT33,121,ENG,5,6.232490063,2007,MUD,HEAVY TO MEDIUM,VARIABLE(LOW),127376.6563,582931,51.01666749,0.606653752,2007,3,915
818,121X5,121RPT33,121,ENG,5,7.586277962,1998,MUD,HEAVY TO MEDIUM,VARIABLE(LOW),127376.6563,582931,51.01666749,0.606653752,1998,3,915
819,121X5,121RPT33,121,ENG,5,5,1978,MUD,HEAVY TO MEDIUM,VARIABLE(LOW),127376.6563,582931,51.01666749,0.606653752,1978,3,915
820,1220X1,1220RPT17,1220,ENG,10,17.95910072,2007,UNKN,LIGHT(SILTY) TO MEDIUM(SILTY),NONE,502855.4063,477203.5938,54.4152957,-0.811852804,2007,10,987
821,1220X2,1220RPT18,1220,ENG,10,51.18230057,2007,UNKN,LIGHT(SILTY) TO MEDIUM(SILTY),NONE,502748.4063,477687.5625,54.41426074,-0.804424957,2007,3,987
822,1220X3,1220RPT19,1220,ENG,10,25.31723022,2007,UNKN,LIGHT(SILTY) TO MEDIUM(SILTY),NONE,502359.0313,477831.5313,54.4107402,-0.802309045,2007,3,987
823,1220X4,1220RPT20,1220,ENG,10,17.61173058,2007,UNKN,LIGHT(SILTY) TO MEDIUM(SILTY),NONE,502140.7813,477615.25,54.4088122,-0.805697604,2007,3,987
824,1220X5,1220RPT21,1220,ENG,10,74.27574921,2007,UNKN,LIGHT(SILTY) TO MEDIUM(SILTY),NONE,502385.5938,477213.3438,54.41107292,-0.81182466,2007,10,987
825,1221X1,1221RPT22,1221,ENG,6,8.436431885,2007,UNKN,MEDIUM TO LIGHT(SILTY),NONE,502920.4375,492858.5,54.41326728,-0.570677228,2007,5,911
826,1221X2,1221RPT23,1221,ENG,5,6.765463829,2007,UNKN,MEDIUM TO HEAVY,VARIABLE(LOW),502436.7188,492690.375,54.40895204,-0.573417794,2007,4,911
827,1221X4,1221RPT24,1221,ENG,5,14.34058952,2007,UNKN,MEDIUM TO LIGHT(SILTY),NONE,502461.4063,492146.3125,54.40927252,-0.581789721,2007,4,911
828,1240X2,1240RPT19,1240,WAL,5,36.61093903,2007,SILT,ALL,NONE,295348.4063,266656.375,52.53961862,-3.967554493,2007,3,1074
829,1240X5,1240RPT22,1240,WAL,5,55.80361176,2007,SILT,ALL,NONE,295109.7813,266286,52.53738391,-3.972915892,2007,4,1074
830,1241X2,1241RPT30,1241,WAL,5,7.926569939,2007,UNKN,MEDIUM TO LIGHT(SILTY) TO HEAVY,NONE,335381.2188,303354.3438,52.90714142,-3.438462792,2007,4,1365
831,1241X3,1241RPT31,1241,WAL,2,18.78396034,2007,MUD,MEDIUM TO HEAVY,NONE,335579.0938,303747.5,52.90899026,-3.43267767,2007,2,1365
832,1241X4,1241RPT32,1241,WAL,6,8.156269073,2007,UNKN,MEDIUM TO LIGHT(SILTY) TO HEAVY,LOW,335877.2813,303409.4063,52.91160918,-3.437792012,2007,4,1365
833,1241X5,1241RPT33,1241,WAL,5,6.263070107,2007,UNKN,MEDIUM TO LIGHT(SILTY) TO HEAVY,LOW,335701.5938,303175.25,52.90998818,-3.441220392,2007,5,1365
834,1242X1,1242RPT16,1242,ENG,9,12.65207958,2007,UNKN,MEDIUM TO LIGHT(SILTY) TO HEAVY,NONE,508179.6563,338118.5938,54.46520103,-2.956211827,2007,10,2055
835,1242X2,1242RPT17,1242,ENG,11,84.21214294,2007,UNKN,MEDIUM TO LIGHT(SILTY) TO HEAVY,NONE,508696.4375,338271.9063,54.46986337,-2.953954949,2007,8,2055
836,1242X3,1242RPT18,1242,ENG,8,24.09748077,2007,MEDIUM,LIGHT(SANDY) TO MEDIUM(SANDY),NONE,508347.4688,338755.2188,54.46678627,-2.94642632,2007,8,2055
837,1242X4,1242RPT19,1242,ENG,8,76.70992279,2007,SAND,LIGHT(SANDY) TO MEDIUM(SANDY),NONE,508685.125,338814.7813,54.46982755,-2.945577488,2007,8,2055
838,1242X5,1242RPT20,1242,ENG,8,20.56208038,2007,UNKN,MEDIUM TO LIGHT(SILTY) TO HEAVY,NONE,508899.125,338625.4688,54.4717276,-2.948542561,2007,8,2055
839,1243X1,1243RPT27,1243,ENG,6,5.928151131,2007,CLAY,MEDIUM TO LIGHT(SILTY) TO HEAVY,VARIABLE(LOW),522232.7188,364119.8125,54.59399661,-2.556812001,2007,4,868
840,1243X2,1243RPT28,1243,ENG,5,6.957808018,2007,CLAY,MEDIUM TO LIGHT(SILTY) TO HEAVY,VARIABLE(LOW),522822.0313,364226.8125,54.59929997,-2.555228184,2007,4,868
841,1243X3,1243RPT29,1243,ENG,5,6.419691086,2007,CLAY,MEDIUM TO LIGHT(SILTY) TO HEAVY,VARIABLE(LOW),522340.1875,364613.2813,54.59499726,-2.549188257,2007,4,868
842,1243X5,1243RPT30,1243,ENG,6,7.801044941,2007,UNKN,ALL,NONE,522933.6563,364575.6563,54.60032772,-2.549842428,2007,5,868
843,1244X1,1244RPT28,1244,WAL,5,8.87428093,2007,MUD,MEDIUM(SILTY) TO LIGHT(SILTY) TO HEAVY,NONE,305931.1563,312426.375,52.64402487,-3.295725171,2007,4,1016
844,1244X2,1244RPT29,1244,WAL,6,8.716016769,2007,UNKN,MEDIUM TO LIGHT(SILTY) TO HEAVY,LOW,305581.3438,312623.6563,52.64091281,-3.292717547,2007,4,1016
845,1244X3,1244RPT30,1244,WAL,5,10.35512066,2007,UNKN,LIGHT TO MEDIUM,NONE,305144.5938,312798.4688,52.63701571,-3.29001929,2007,8,1016
846,1244X4,1244RPT31,1244,WAL,5,11.74351597,2007,MUD,MEDIUM(SILTY) TO LIGHT(SILTY) TO HEAVY,NONE,305192.2813,312290.875,52.63736239,-3.29753065,2007,4,1016
847,1244X5,1244RPT32,1244,WAL,5,9.48213768,2007,MUD,MEDIUM(SILTY) TO LIGHT(SILTY) TO HEAVY,NONE,305600.25,312098.3438,52.64099777,-3.300483689,2007,4,1016
848,1245X1,1245RPT31,1245,WAL,5,3.907056093,2007,CLAY,MEDIUM TO LIGHT(SILTY) TO HEAVY,NONE,207870,337556.3125,51.76601051,-2.906261476,2007,3,954
849,1245X2,1245RPT32,1245,WAL,5,6.256696224,2007,CLAY,MEDIUM TO LIGHT(SILTY) TO HEAVY,NONE,207966.7188,337104.5313,51.76682936,-2.912824693,2007,5,954
850,1245X3,1245RPT33,1245,WAL,4,4.256548882,2007,CLAY,MEDIUM TO LIGHT(SILTY) TO HEAVY,NONE,207630,337110,51.76380288,-2.912684432,2007,3,954
851,1245X4,1245RPT34,1245,WAL,4,4.726394176,2007,MUD,MEDIUM(SILTY) TO LIGHT(SILTY) TO HEAVY,MOD,207110,337410,51.7591618,-2.908244158,2007,3,954
852,1245X5,1245RPT35,1245,WAL,5,6.226389885,2007,MUD,MEDIUM(SILTY) TO LIGHT(SILTY) TO HEAVY,MOD,207070,337830,51.75884907,-2.902152589,2007,3,954
853,1246X1,1246RPT22,1246,WAL,5,11.80140018,2007,UNKN,MEDIUM(SILTY) TO LIGHT(SILTY) TO HEAVY,NONE,182834.0156,327275.4063,51.5397012,-3.049999778,2007,3,1032
854,1246X2,1246RPT23,1246,WAL,5,9.446000099,2007,UNKN,MEDIUM(SILTY) TO LIGHT(SILTY) TO HEAVY,NONE,182370,327110,51.53550837,-3.052288098,2007,4,1032
855,1246X3,1246RPT24,1246,WAL,5,11.97700024,2007,UNKN,HEAVY,NONE,182048.9063,327332.0313,51.53265047,-3.049021029,2007,5,1032
856,1246X4,1246RPT25,1246,WAL,5,8.668800354,2007,UNKN,MEDIUM(SILTY) TO LIGHT(SILTY) TO HEAVY,NONE,182230,327889.9375,51.53435011,-3.041016559,2007,4,1032
857,1247X1,1247RPT26,1247,WAL,5,10.85692024,2007,MUD,MEDIUM TO LIGHT(SILTY),MOD,192918.2188,352571.0625,51.63306283,-2.6866665,2007,3,875
858,1247X2,1247RPT27,1247,WAL,1,3.719248056,2007,MUD,MEDIUM TO LIGHT(SILTY),MOD,192862.5313,352070.4688,51.63251961,-2.693891195,2007,1,875
859,1247X3,1247RPT28,1247,WAL,5,5.965967178,2007,GRAVEL,LIGHT(SANDY) TO MEDIUM(SANDY),VARIABLE,192300.9219,352366.625,51.62749559,-2.689536001,2007,3,875
860,1247X4,1247RPT29,1247,WAL,5,5.881810188,2007,SAND,MEDIUM TO LIGHT(SILTY),NONE,192190,352770,51.62653245,-2.683694063,2007,3,875
861,1247X5,1247RPT30,1247,WAL,5,9.273872375,2007,MUD,MEDIUM TO LIGHT(SILTY),MOD,192650,352750,51.63066645,-2.684045193,2007,4,875
862,1248X1,1248RPT28,1248,WAL,5,10.82211018,2007,SAND,LIGHT(SILTY) TO MEDIUM(SILTY),NONE,182910,307610,51.53750398,-3.333498758,2007,5,1278
863,1248X2,1248RPT29,1248,WAL,5,22.62092018,2007,SAND,LIGHT(SILTY) TO MEDIUM(SILTY),NONE,182810,307450,51.53657885,-3.335778695,2007,4,1278
864,1248X3,1248RPT30,1248,WAL,5,8.946667671,2007,CLAY,MEDIUM TO LIGHT(SILTY) TO HEAVY,LOW,182510,307250,51.5338493,-3.338582311,2007,4,1278
865,1248X4,1248RPT31,1248,WAL,6,9.186058044,2007,CLAY,MEDIUM TO LIGHT(SILTY) TO HEAVY,LOW,182270,307370,51.53171167,-3.336789558,2007,4,1278
866,1248X5,1248RPT32,1248,WAL,5,10.08051968,2007,CLAY,MEDIUM TO LIGHT(SILTY) TO HEAVY,LOW,182582.0156,307953,51.5346119,-3.328468674,2007,5,1278
867,1249X5,1249RPT9,1249,WAL,1,22.17585945,2007,UNKN,HEAVY,NONE,167990,312870,51.40422045,-3.25399519,2007,23,931
868,1250X1,1250RPT22,1250,WAL,5,14.57229042,2007,CLAY,MEDIUM TO LIGHT(SILTY) TO HEAVY,LOW,182840.25,297422.4688,51.53511564,-3.480314806,2007,5,1290
869,1250X2,1250RPT23,1250,WAL,1,8.787078857,2007,CLAY,MEDIUM TO LIGHT(SILTY) TO HEAVY,LOW,182692.2188,297337,51.53376965,-3.481503435,2007,4,1290
870,1250X3,1250RPT24,1250,WAL,6,5.849441051,2007,UNKN,ALL,NONE,182389.0938,297049.5,51.53099263,-3.48555834,2007,3,1290
871,1250X4,1250RPT25,1250,WAL,5,9.251237869,2007,CLAY,MEDIUM TO LIGHT(SILTY) TO HEAVY,LOW,182346.7656,297849.5,51.53075751,-3.47401725,2007,5,1290
872,1250X5,1250RPT26,1250,WAL,1,8.240008354,2007,CLAY,MEDIUM TO LIGHT(SILTY) TO HEAVY,LOW,182710.0625,297636.5,51.53398443,-3.477192313,2007,5,1290
873,1251X1,1251RPT22,1251,WAL,5,8.461109161,2007,UNKN,MEDIUM TO HEAVY,VARIABLE(LOW),332808.4688,232818.6719,52.86671536,-4.48507988,2007,4,1033
874,1251X2,1251RPT23,1251,WAL,6,9.962309837,2007,MUD,MEDIUM TO HEAVY,NONE,332852.0625,232066.5469,52.86687265,-4.496264259,2007,4,1033
875,1251X3,1251RPT24,1251,WAL,6,11.23469353,2007,SAND,LIGHT(SANDY) TO MEDIUM(SANDY),NONE,332477.8125,232133.7031,52.86353246,-4.495074796,2007,4,1033
876,1251X4,1251RPT25,1251,WAL,1,11.75043011,2007,SAND,LIGHT(SANDY) TO MEDIUM(SANDY),NONE,332095.7188,232433.8906,52.86019463,-4.490423467,2007,23,1033
877,1251X5,1251RPT26,1251,WAL,5,12.41628075,2007,MUD,MEDIUM TO HEAVY,NONE,332650,232930,52.86532674,-4.483346356,2007,4,1033
878,1253X1,1253RPT27,1253,WAL,5,5.574069977,2007,SAND,LIGHT(SANDY) TO MEDIUM(SANDY),NONE,192988.2344,332824.125,51.63167682,-2.97195313,2007,4,1139
879,1253X2,1253RPT28,1253,WAL,5,9.621091843,2007,UNKN,ALL,NONE,192950,332190,51.63125688,-2.98110589,2007,3,1139
880,1253X3,1253RPT29,1253,WAL,5,5.582107067,2007,UNKN,MEDIUM(SILTY) TO LIGHT(SILTY) TO HEAVY,VARIABLE(LOW),192166.2656,332074.7188,51.62419729,-2.982618825,2007,3,1139
881,1253X4,1253RPT30,1253,WAL,5,8.831537247,2007,UNKN,MEDIUM(SILTY) TO LIGHT(SILTY) TO HEAVY,VARIABLE(LOW),192021.2813,332635.25,51.62296125,-2.974495247,2007,3,1139
